split,original_image_path,top_view_path,image_name,label_path,true_count,top_view_success,used_fallback,message
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/110_png.rf.9a38b6057e543f83b58aa59b9748688b.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/110_png.rf.9a38b6057e543f83b58aa59b9748688b.jpg,110_png.rf.9a38b6057e543f83b58aa59b9748688b.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/110_png.rf.9a38b6057e543f83b58aa59b9748688b.txt,2,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/111_png.rf.573bdb8149674c4469ce560c651c6a48.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/111_png.rf.573bdb8149674c4469ce560c651c6a48.jpg,111_png.rf.573bdb8149674c4469ce560c651c6a48.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/111_png.rf.573bdb8149674c4469ce560c651c6a48.txt,16,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/112_png.rf.9b08015f172aafbe456ed9d92cca77fe.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/112_png.rf.9b08015f172aafbe456ed9d92cca77fe.jpg,112_png.rf.9b08015f172aafbe456ed9d92cca77fe.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/112_png.rf.9b08015f172aafbe456ed9d92cca77fe.txt,16,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/113_png.rf.5843d20115f51d7d26f2cf52734504d3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/113_png.rf.5843d20115f51d7d26f2cf52734504d3.jpg,113_png.rf.5843d20115f51d7d26f2cf52734504d3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/113_png.rf.5843d20115f51d7d26f2cf52734504d3.txt,15,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/114_png.rf.98b2144c25b9f48816abd7edb00f365c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/114_png.rf.98b2144c25b9f48816abd7edb00f365c.jpg,114_png.rf.98b2144c25b9f48816abd7edb00f365c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/114_png.rf.98b2144c25b9f48816abd7edb00f365c.txt,16,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/115_png.rf.ed51d53dd5c384b1f26a2b6ece52ad69.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/115_png.rf.ed51d53dd5c384b1f26a2b6ece52ad69.jpg,115_png.rf.ed51d53dd5c384b1f26a2b6ece52ad69.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/115_png.rf.ed51d53dd5c384b1f26a2b6ece52ad69.txt,11,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/116_png.rf.d62651a8a8690338109c790bb5e036bd.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/116_png.rf.d62651a8a8690338109c790bb5e036bd.jpg,116_png.rf.d62651a8a8690338109c790bb5e036bd.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/116_png.rf.d62651a8a8690338109c790bb5e036bd.txt,16,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.jpg,117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.txt,9,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/11_png.rf.6b73a508e3eafaac95768aae9325dabc.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/11_png.rf.6b73a508e3eafaac95768aae9325dabc.jpg,11_png.rf.6b73a508e3eafaac95768aae9325dabc.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/11_png.rf.6b73a508e3eafaac95768aae9325dabc.txt,10,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/11f_png.rf.eb0169eccfb6b264a582491457ff37b6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/11f_png.rf.eb0169eccfb6b264a582491457ff37b6.jpg,11f_png.rf.eb0169eccfb6b264a582491457ff37b6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/11f_png.rf.eb0169eccfb6b264a582491457ff37b6.txt,3,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/120_png.rf.ad88298a705a565adab2f06fe083c434.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/120_png.rf.ad88298a705a565adab2f06fe083c434.jpg,120_png.rf.ad88298a705a565adab2f06fe083c434.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/120_png.rf.ad88298a705a565adab2f06fe083c434.txt,15,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/122_png.rf.7df85841dad9a1f2d79c7f510f562052.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/122_png.rf.7df85841dad9a1f2d79c7f510f562052.jpg,122_png.rf.7df85841dad9a1f2d79c7f510f562052.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/122_png.rf.7df85841dad9a1f2d79c7f510f562052.txt,16,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/123_png.rf.c77820fd3abbca5d6265af63564f9564.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/123_png.rf.c77820fd3abbca5d6265af63564f9564.jpg,123_png.rf.c77820fd3abbca5d6265af63564f9564.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/123_png.rf.c77820fd3abbca5d6265af63564f9564.txt,13,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/124_png.rf.1c7ed97791213cc079fccc558f1ad959.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/124_png.rf.1c7ed97791213cc079fccc558f1ad959.jpg,124_png.rf.1c7ed97791213cc079fccc558f1ad959.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/124_png.rf.1c7ed97791213cc079fccc558f1ad959.txt,16,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/125_png.rf.746e605d23baaa43560542b8554b714c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/125_png.rf.746e605d23baaa43560542b8554b714c.jpg,125_png.rf.746e605d23baaa43560542b8554b714c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/125_png.rf.746e605d23baaa43560542b8554b714c.txt,16,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/126_png.rf.e6e489914c00e5b8f70f174d0e305e25.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/126_png.rf.e6e489914c00e5b8f70f174d0e305e25.jpg,126_png.rf.e6e489914c00e5b8f70f174d0e305e25.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/126_png.rf.e6e489914c00e5b8f70f174d0e305e25.txt,15,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.jpg,127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.txt,16,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/129_png.rf.eb2bbec526ed5285770c494673de2c04.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/129_png.rf.eb2bbec526ed5285770c494673de2c04.jpg,129_png.rf.eb2bbec526ed5285770c494673de2c04.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/129_png.rf.eb2bbec526ed5285770c494673de2c04.txt,9,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.jpg,12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.txt,14,True,False,already exists
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.jpg,12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.txt,5,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/131_png.rf.593310c39f8835ed0786033b6690de45.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/131_png.rf.593310c39f8835ed0786033b6690de45.jpg,131_png.rf.593310c39f8835ed0786033b6690de45.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/131_png.rf.593310c39f8835ed0786033b6690de45.txt,12,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/132_png.rf.071b2e2111df71728a6b770afd959117.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/132_png.rf.071b2e2111df71728a6b770afd959117.jpg,132_png.rf.071b2e2111df71728a6b770afd959117.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/132_png.rf.071b2e2111df71728a6b770afd959117.txt,11,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/133_png.rf.a4164ecd79cdd480304adcf094cd17e3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/133_png.rf.a4164ecd79cdd480304adcf094cd17e3.jpg,133_png.rf.a4164ecd79cdd480304adcf094cd17e3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/133_png.rf.a4164ecd79cdd480304adcf094cd17e3.txt,11,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/134_png.rf.eafc70891a991c969df70bd817a63375.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/134_png.rf.eafc70891a991c969df70bd817a63375.jpg,134_png.rf.eafc70891a991c969df70bd817a63375.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/134_png.rf.eafc70891a991c969df70bd817a63375.txt,13,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/135_png.rf.8a27e2add3109c3d2fc762fd95669219.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/135_png.rf.8a27e2add3109c3d2fc762fd95669219.jpg,135_png.rf.8a27e2add3109c3d2fc762fd95669219.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/135_png.rf.8a27e2add3109c3d2fc762fd95669219.txt,15,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.jpg,136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.txt,12,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.jpg,137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.txt,14,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/138_png.rf.8f90a2d90a20d34006c446dc14a852c0.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/138_png.rf.8f90a2d90a20d34006c446dc14a852c0.jpg,138_png.rf.8f90a2d90a20d34006c446dc14a852c0.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/138_png.rf.8f90a2d90a20d34006c446dc14a852c0.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/139_png.rf.3b1d0480bfeb169028854cb472ea5f25.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/139_png.rf.3b1d0480bfeb169028854cb472ea5f25.jpg,139_png.rf.3b1d0480bfeb169028854cb472ea5f25.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/139_png.rf.3b1d0480bfeb169028854cb472ea5f25.txt,12,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/13a_png.rf.b63780972f2990e77bbc2889190bd191.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/13a_png.rf.b63780972f2990e77bbc2889190bd191.jpg,13a_png.rf.b63780972f2990e77bbc2889190bd191.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/13a_png.rf.b63780972f2990e77bbc2889190bd191.txt,13,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/13t_png.rf.6106fd96f4902de298dac63ac73ac264.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/13t_png.rf.6106fd96f4902de298dac63ac73ac264.jpg,13t_png.rf.6106fd96f4902de298dac63ac73ac264.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/13t_png.rf.6106fd96f4902de298dac63ac73ac264.txt,13,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/140_png.rf.6645e10bad5cf3f197b71ddb6b34e6b4.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/140_png.rf.6645e10bad5cf3f197b71ddb6b34e6b4.jpg,140_png.rf.6645e10bad5cf3f197b71ddb6b34e6b4.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/140_png.rf.6645e10bad5cf3f197b71ddb6b34e6b4.txt,8,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/141_png.rf.29f059d54b07ead4d4680ae0a8a66ec4.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/141_png.rf.29f059d54b07ead4d4680ae0a8a66ec4.jpg,141_png.rf.29f059d54b07ead4d4680ae0a8a66ec4.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/141_png.rf.29f059d54b07ead4d4680ae0a8a66ec4.txt,7,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/145_png.rf.223f80e4aff2b64f2711cd186532e118.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/145_png.rf.223f80e4aff2b64f2711cd186532e118.jpg,145_png.rf.223f80e4aff2b64f2711cd186532e118.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/145_png.rf.223f80e4aff2b64f2711cd186532e118.txt,7,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/147_png.rf.f75092db32c867f5974bd801ebff4919.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/147_png.rf.f75092db32c867f5974bd801ebff4919.jpg,147_png.rf.f75092db32c867f5974bd801ebff4919.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/147_png.rf.f75092db32c867f5974bd801ebff4919.txt,15,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/148_png.rf.ce6399c2c651b1e0c1ccbe0ed06b1038.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/148_png.rf.ce6399c2c651b1e0c1ccbe0ed06b1038.jpg,148_png.rf.ce6399c2c651b1e0c1ccbe0ed06b1038.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/148_png.rf.ce6399c2c651b1e0c1ccbe0ed06b1038.txt,11,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/14_png.rf.8d86ed0d9c157e98afbb750c6da8e2a3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/14_png.rf.8d86ed0d9c157e98afbb750c6da8e2a3.jpg,14_png.rf.8d86ed0d9c157e98afbb750c6da8e2a3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/14_png.rf.8d86ed0d9c157e98afbb750c6da8e2a3.txt,13,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/14a_png.rf.81c6d6e6686127d4274b4b8bbf8256b7.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/14a_png.rf.81c6d6e6686127d4274b4b8bbf8256b7.jpg,14a_png.rf.81c6d6e6686127d4274b4b8bbf8256b7.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/14a_png.rf.81c6d6e6686127d4274b4b8bbf8256b7.txt,15,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/14t_png.rf.3c97b229d4e5a2823995bdb9dbd1db76.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/14t_png.rf.3c97b229d4e5a2823995bdb9dbd1db76.jpg,14t_png.rf.3c97b229d4e5a2823995bdb9dbd1db76.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/14t_png.rf.3c97b229d4e5a2823995bdb9dbd1db76.txt,15,True,False,
