split,original_image_path,top_view_path,image_name,label_path,true_count,top_view_success,used_fallback,message,top_view_quality,quality_reason,non_black_ratio,cloth_area_ratio,aspect_ratio,aspect_score,centrality_score,cloth_bbox_x,cloth_bbox_y,cloth_bbox_w,cloth_bbox_h,top_view_reliable
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/116_png.rf.d62651a8a8690338109c790bb5e036bd.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/116_png.rf.d62651a8a8690338109c790bb5e036bd.jpg,116_png.rf.d62651a8a8690338109c790bb5e036bd.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/116_png.rf.d62651a8a8690338109c790bb5e036bd.txt,16,True,False,already exists,0.9890624999999998,ok,0.999984375,0.8481625,1.9375,0.96875,0.96875,0,0,1550,800,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.jpg,117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.txt,9,True,False,already exists,0.986581704851752,ok,0.99993671875,0.8298296875,2.08355795148248,0.9582210242587601,0.96625,0,29,1546,742,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/11_png.rf.6b73a508e3eafaac95768aae9325dabc.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/11_png.rf.6b73a508e3eafaac95768aae9325dabc.jpg,11_png.rf.6b73a508e3eafaac95768aae9325dabc.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/11_png.rf.6b73a508e3eafaac95768aae9325dabc.txt,10,True,False,already exists,0.9401639344262295,ok,0.9798197679992331,0.960622183874988,1.401639344262295,0.7008196721311475,1.0,0,0,171,122,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/11f_png.rf.eb0169eccfb6b264a582491457ff37b6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/11f_png.rf.eb0169eccfb6b264a582491457ff37b6.jpg,11f_png.rf.eb0169eccfb6b264a582491457ff37b6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/11f_png.rf.eb0169eccfb6b264a582491457ff37b6.txt,3,True,False,already exists,0.9930408078487551,ok,0.996528125,0.811341796875,2.0251322751322753,0.9874338624338623,0.9703602357465516,17,14,1531,756,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/120_png.rf.ad88298a705a565adab2f06fe083c434.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/120_png.rf.ad88298a705a565adab2f06fe083c434.jpg,120_png.rf.ad88298a705a565adab2f06fe083c434.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/120_png.rf.ad88298a705a565adab2f06fe083c434.txt,15,True,False,already exists,0.9860463478366053,ok,0.99995390625,0.83082109375,2.0878378378378377,0.9560810810810811,0.9655342108025944,0,29,1545,740,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/122_png.rf.7df85841dad9a1f2d79c7f510f562052.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/122_png.rf.7df85841dad9a1f2d79c7f510f562052.jpg,122_png.rf.7df85841dad9a1f2d79c7f510f562052.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/122_png.rf.7df85841dad9a1f2d79c7f510f562052.txt,16,True,False,already exists,0.97930592474921,ok,0.9977107371794872,0.802744391025641,2.1773962804005724,0.9113018597997138,0.9803036852617824,28,46,1522,699,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/123_png.rf.c77820fd3abbca5d6265af63564f9564.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/123_png.rf.c77820fd3abbca5d6265af63564f9564.jpg,123_png.rf.c77820fd3abbca5d6265af63564f9564.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/123_png.rf.c77820fd3abbca5d6265af63564f9564.txt,13,True,False,already exists,0.9873074204775576,ok,0.9999671875,0.833159375,2.0778523489932885,0.9610738255033557,0.967284369179244,0,29,1548,745,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/124_png.rf.1c7ed97791213cc079fccc558f1ad959.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/124_png.rf.1c7ed97791213cc079fccc558f1ad959.jpg,124_png.rf.1c7ed97791213cc079fccc558f1ad959.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/124_png.rf.1c7ed97791213cc079fccc558f1ad959.txt,16,True,False,already exists,0.9999999999999999,ok,0.9997078125,0.98927421875,2.0,1.0,1.0,0,0,1600,800,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/125_png.rf.746e605d23baaa43560542b8554b714c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/125_png.rf.746e605d23baaa43560542b8554b714c.jpg,125_png.rf.746e605d23baaa43560542b8554b714c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/125_png.rf.746e605d23baaa43560542b8554b714c.txt,16,True,False,already exists,0.9873147668987254,ok,0.9996963151676267,0.7978585142519569,2.122670807453416,0.938664596273292,0.997212317627114,49,49,1367,644,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/126_png.rf.e6e489914c00e5b8f70f174d0e305e25.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/126_png.rf.e6e489914c00e5b8f70f174d0e305e25.jpg,126_png.rf.e6e489914c00e5b8f70f174d0e305e25.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/126_png.rf.e6e489914c00e5b8f70f174d0e305e25.txt,15,True,False,already exists,0.9867164332358872,ok,0.99980234375,0.836350390625,2.0754716981132075,0.9622641509433962,0.9617573536480541,0,26,1540,742,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.jpg,127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.txt,16,True,False,already exists,0.9870445756798788,ok,0.9996091589543158,0.7964234357140223,2.1275272161741836,0.9362363919129082,0.9986486486486487,49,49,1368,643,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/129_png.rf.eb2bbec526ed5285770c494673de2c04.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/129_png.rf.eb2bbec526ed5285770c494673de2c04.jpg,129_png.rf.eb2bbec526ed5285770c494673de2c04.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/129_png.rf.eb2bbec526ed5285770c494673de2c04.txt,9,True,False,already exists,0.992189673437925,ok,0.98229609375,0.82708671875,2.0013140604467807,0.9993429697766096,0.9488071965506869,26,0,1523,761,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.jpg,12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.txt,14,True,False,already exists,0.9625954198473282,ok,0.990789520840053,0.9159767766906785,1.6259541984732824,0.8129770992366412,1.0,0,0,213,131,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.jpg,12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.txt,5,True,False,,0.9869452607733589,ok,0.99986796875,0.835087890625,2.0753701211305517,0.9623149394347241,0.9632151525760946,0,31,1542,743,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/131_png.rf.593310c39f8835ed0786033b6690de45.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/131_png.rf.593310c39f8835ed0786033b6690de45.jpg,131_png.rf.593310c39f8835ed0786033b6690de45.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/131_png.rf.593310c39f8835ed0786033b6690de45.txt,12,True,False,,0.9999999999999999,ok,0.9996046875,0.987789453125,2.0,1.0,1.0,0,0,1600,800,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/132_png.rf.071b2e2111df71728a6b770afd959117.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/132_png.rf.071b2e2111df71728a6b770afd959117.jpg,132_png.rf.071b2e2111df71728a6b770afd959117.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/132_png.rf.071b2e2111df71728a6b770afd959117.txt,11,True,False,,0.991390323462134,ok,0.9997125,0.82686796875,1.9922279792746114,0.9961139896373057,0.9477835035644865,0,0,1538,772,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/133_png.rf.a4164ecd79cdd480304adcf094cd17e3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/133_png.rf.a4164ecd79cdd480304adcf094cd17e3.jpg,133_png.rf.a4164ecd79cdd480304adcf094cd17e3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/133_png.rf.a4164ecd79cdd480304adcf094cd17e3.txt,11,True,False,,0.9910775505566461,ok,0.999990625,0.83748828125,2.0248366013071895,0.9875816993464053,0.957074737915768,0,6,1549,765,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/134_png.rf.eafc70891a991c969df70bd817a63375.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/134_png.rf.eafc70891a991c969df70bd817a63375.jpg,134_png.rf.eafc70891a991c969df70bd817a63375.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/134_png.rf.eafc70891a991c969df70bd817a63375.txt,13,True,False,,0.9880143515608631,ok,0.999515396544085,0.7969299217250037,2.117829457364341,0.9410852713178295,0.9986486486486487,49,48,1366,645,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/135_png.rf.8a27e2add3109c3d2fc762fd95669219.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/135_png.rf.8a27e2add3109c3d2fc762fd95669219.jpg,135_png.rf.8a27e2add3109c3d2fc762fd95669219.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/135_png.rf.8a27e2add3109c3d2fc762fd95669219.txt,15,True,False,,0.9873774406345954,ok,0.99975625,0.830137109375,2.068548387096774,0.965725806451613,0.96154852896182,0,30,1539,744,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.jpg,136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.txt,12,True,False,,0.9873275138492529,ok,0.9996273406512315,0.7967161700950097,2.122670807453416,0.938664596273292,0.9972972972972973,49,49,1367,644,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.jpg,137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.txt,14,True,False,,0.9873312258795286,ok,0.9995323309657781,0.7962526519693756,2.124416796267496,0.937791601866252,0.9984860367085221,49,49,1366,643,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/138_png.rf.8f90a2d90a20d34006c446dc14a852c0.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/138_png.rf.8f90a2d90a20d34006c446dc14a852c0.jpg,138_png.rf.8f90a2d90a20d34006c446dc14a852c0.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/138_png.rf.8f90a2d90a20d34006c446dc14a852c0.txt,16,True,False,,0.8428281154251229,ok,0.7212992738589211,0.5445331950207469,0.61212976022567,0.30606488011283495,0.8774342626837066,13,0,434,709,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/139_png.rf.3b1d0480bfeb169028854cb472ea5f25.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/139_png.rf.3b1d0480bfeb169028854cb472ea5f25.jpg,139_png.rf.3b1d0480bfeb169028854cb472ea5f25.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/139_png.rf.3b1d0480bfeb169028854cb472ea5f25.txt,12,True,False,,0.9728876941204693,ok,0.9967136335012594,0.8042348866498741,2.2408963585434174,0.8795518207282913,0.9798488664987406,0,48,1600,714,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/13a_png.rf.b63780972f2990e77bbc2889190bd191.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/13a_png.rf.b63780972f2990e77bbc2889190bd191.jpg,13a_png.rf.b63780972f2990e77bbc2889190bd191.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/13a_png.rf.b63780972f2990e77bbc2889190bd191.txt,13,True,False,,0.9830807300102449,ok,0.9957454128440367,0.8033334698558322,2.090784044016506,0.9546079779917469,0.9477275627459705,22,0,1520,727,True
