split,original_image_path,top_view_path,image_name,label_path,true_count,top_view_success,used_fallback,message,top_view_quality,quality_reason,non_black_ratio,cloth_area_ratio,aspect_ratio,same_size_as_original,aspect_score,centrality_score,cloth_bbox_width_ratio,cloth_bbox_height_ratio,cloth_bbox_x,cloth_bbox_y,cloth_bbox_w,cloth_bbox_h,top_view_reliable
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/110_png.rf.9a38b6057e543f83b58aa59b9748688b.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/110_png.rf.9a38b6057e543f83b58aa59b9748688b.jpg,110_png.rf.9a38b6057e543f83b58aa59b9748688b.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/110_png.rf.9a38b6057e543f83b58aa59b9748688b.txt,2,True,False,already exists,0.980735036650725,ok,0.9999671875,0.83688125,2.0862533692722374,False,0.9281221922731355,0.9674039879739867,0.9675,0.9275,0.0,30.0,1548.0,742.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/111_png.rf.573bdb8149674c4469ce560c651c6a48.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/111_png.rf.573bdb8149674c4469ce560c651c6a48.jpg,111_png.rf.573bdb8149674c4469ce560c651c6a48.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/111_png.rf.573bdb8149674c4469ce560c651c6a48.txt,16,True,False,already exists,0.9868777043014516,ok,0.99978359375,0.82804296875,2.0237467018469655,False,0.9802110817941955,0.9389032529507503,0.95875,0.9475,8.0,0.0,1534.0,758.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/112_png.rf.9b08015f172aafbe456ed9d92cca77fe.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/112_png.rf.9b08015f172aafbe456ed9d92cca77fe.jpg,112_png.rf.9b08015f172aafbe456ed9d92cca77fe.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/112_png.rf.9b08015f172aafbe456ed9d92cca77fe.txt,16,True,False,already exists,0.9793595002947812,ok,0.9997345230633089,0.7969746690756241,2.122480620155039,False,0.8979328165374677,0.9984862465819184,0.9338335607094134,0.8716216216216216,49.0,48.0,1369.0,645.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/113_png.rf.5843d20115f51d7d26f2cf52734504d3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/113_png.rf.5843d20115f51d7d26f2cf52734504d3.jpg,113_png.rf.5843d20115f51d7d26f2cf52734504d3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/113_png.rf.5843d20115f51d7d26f2cf52734504d3.txt,15,True,False,already exists,0.989455178307021,ok,0.99786953125,0.8210703125,2.0195058517555267,False,0.9837451235370611,0.9513743573307252,0.970625,0.96125,0.0,0.0,1553.0,769.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/114_png.rf.98b2144c25b9f48816abd7edb00f365c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/114_png.rf.98b2144c25b9f48816abd7edb00f365c.jpg,114_png.rf.98b2144c25b9f48816abd7edb00f365c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/114_png.rf.98b2144c25b9f48816abd7edb00f365c.txt,16,True,False,already exists,0.9831117278012234,ok,0.99980703125,0.83122578125,2.0671140939597317,False,0.9440715883668903,0.9619827341856362,0.9625,0.93125,0.0,30.0,1540.0,745.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/115_png.rf.ed51d53dd5c384b1f26a2b6ece52ad69.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/115_png.rf.ed51d53dd5c384b1f26a2b6ece52ad69.jpg,115_png.rf.ed51d53dd5c384b1f26a2b6ece52ad69.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/115_png.rf.ed51d53dd5c384b1f26a2b6ece52ad69.txt,11,True,False,already exists,0.9830444626058021,ok,0.99996015625,0.839221484375,2.072289156626506,False,0.9397590361445783,0.967284369179244,0.9675,0.93375,0.0,25.0,1548.0,747.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/116_png.rf.d62651a8a8690338109c790bb5e036bd.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/116_png.rf.d62651a8a8690338109c790bb5e036bd.jpg,116_png.rf.d62651a8a8690338109c790bb5e036bd.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/116_png.rf.d62651a8a8690338109c790bb5e036bd.txt,16,True,False,already exists,0.9848958333333333,ok,0.999984375,0.8481625,1.9375,False,0.9479166666666666,0.96875,0.96875,1.0,0.0,0.0,1550.0,800.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.jpg,117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/117_png.rf.8cc2251ee5c44b6bd3734b39795c7cc9.txt,9,True,False,already exists,0.98101117475292,ok,0.99993671875,0.8298296875,2.08355795148248,False,0.9303683737646001,0.96625,0.96625,0.9275,0.0,29.0,1546.0,742.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/11_png.rf.6b73a508e3eafaac95768aae9325dabc.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/11_png.rf.6b73a508e3eafaac95768aae9325dabc.jpg,11_png.rf.6b73a508e3eafaac95768aae9325dabc.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/11_png.rf.6b73a508e3eafaac95768aae9325dabc.txt,10,True,False,already exists,0.9002732240437158,ok,0.9798197679992331,0.960622183874988,1.401639344262295,False,0.5013661202185791,1.0,1.0,1.0,0.0,0.0,171.0,122.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/11f_png.rf.eb0169eccfb6b264a582491457ff37b6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/11f_png.rf.eb0169eccfb6b264a582491457ff37b6.jpg,11f_png.rf.eb0169eccfb6b264a582491457ff37b6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/11f_png.rf.eb0169eccfb6b264a582491457ff37b6.txt,3,True,False,already exists,0.9913653228399368,ok,0.996528125,0.811341796875,2.0251322751322753,False,0.9790564373897706,0.9703602357465516,0.956875,0.945,17.0,14.0,1531.0,756.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/120_png.rf.ad88298a705a565adab2f06fe083c434.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/120_png.rf.ad88298a705a565adab2f06fe083c434.jpg,120_png.rf.ad88298a705a565adab2f06fe083c434.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/120_png.rf.ad88298a705a565adab2f06fe083c434.txt,15,True,False,already exists,0.9801904919807495,ok,0.99995390625,0.83082109375,2.0878378378378377,False,0.9268018018018019,0.9655342108025944,0.965625,0.925,0.0,29.0,1545.0,740.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/122_png.rf.7df85841dad9a1f2d79c7f510f562052.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/122_png.rf.7df85841dad9a1f2d79c7f510f562052.jpg,122_png.rf.7df85841dad9a1f2d79c7f510f562052.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/122_png.rf.7df85841dad9a1f2d79c7f510f562052.txt,16,True,False,already exists,0.9674795060558385,ok,0.9977107371794872,0.802744391025641,2.1773962804005724,False,0.8521697663328562,0.9803036852617824,0.95125,0.8961538461538462,28.0,46.0,1522.0,699.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/123_png.rf.c77820fd3abbca5d6265af63564f9564.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/123_png.rf.c77820fd3abbca5d6265af63564f9564.jpg,123_png.rf.c77820fd3abbca5d6265af63564f9564.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/123_png.rf.c77820fd3abbca5d6265af63564f9564.txt,13,True,False,already exists,0.9821172638780051,ok,0.9999671875,0.833159375,2.0778523489932885,False,0.9351230425055929,0.967284369179244,0.9675,0.93125,0.0,29.0,1548.0,745.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/124_png.rf.1c7ed97791213cc079fccc558f1ad959.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/124_png.rf.1c7ed97791213cc079fccc558f1ad959.jpg,124_png.rf.1c7ed97791213cc079fccc558f1ad959.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/124_png.rf.1c7ed97791213cc079fccc558f1ad959.txt,16,True,False,already exists,1.0,ok,0.9997078125,0.98927421875,2.0,False,1.0,1.0,1.0,1.0,0.0,0.0,1600.0,800.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/125_png.rf.746e605d23baaa43560542b8554b714c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/125_png.rf.746e605d23baaa43560542b8554b714c.jpg,125_png.rf.746e605d23baaa43560542b8554b714c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/125_png.rf.746e605d23baaa43560542b8554b714c.txt,16,True,False,already exists,0.9791367130684978,ok,0.9996963151676267,0.7978585142519569,2.122670807453416,False,0.8977743271221533,0.997212317627114,0.9337431693989071,0.8702702702702703,49.0,49.0,1367.0,644.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/126_png.rf.e6e489914c00e5b8f70f174d0e305e25.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/126_png.rf.e6e489914c00e5b8f70f174d0e305e25.jpg,126_png.rf.e6e489914c00e5b8f70f174d0e305e25.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/126_png.rf.e6e489914c00e5b8f70f174d0e305e25.txt,15,True,False,already exists,0.9816849866950068,ok,0.99980234375,0.836350390625,2.0754716981132075,False,0.9371069182389937,0.9617573536480541,0.9625,0.9275,0.0,26.0,1540.0,742.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.jpg,127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/127_png.rf.9f6501b0ba0e856cf6dd9e59f65ce574.txt,16,True,False,already exists,0.9785427612682667,ok,0.9996091589543158,0.7964234357140223,2.1275272161741836,False,0.893727319854847,0.9986486486486487,0.9331514324693042,0.8689189189189189,49.0,49.0,1368.0,643.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/129_png.rf.eb2bbec526ed5285770c494673de2c04.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/129_png.rf.eb2bbec526ed5285770c494673de2c04.jpg,129_png.rf.eb2bbec526ed5285770c494673de2c04.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/129_png.rf.eb2bbec526ed5285770c494673de2c04.txt,9,True,False,already exists,0.9921020694081395,ok,0.98229609375,0.82708671875,2.0013140604467807,False,0.9989049496276827,0.9488071965506869,0.951875,0.95125,26.0,0.0,1523.0,761.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.jpg,12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.txt,14,True,False,already exists,0.9376590330788804,ok,0.990789520840053,0.9159767766906785,1.6259541984732824,False,0.6882951653944019,1.0,1.0,1.0,0.0,0.0,213.0,131.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.jpg,12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.txt,5,True,False,,0.9819205860313223,ok,0.99986796875,0.835087890625,2.0753701211305517,False,0.9371915657245402,0.9632151525760946,0.96375,0.92875,0.0,31.0,1542.0,743.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/131_png.rf.593310c39f8835ed0786033b6690de45.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/131_png.rf.593310c39f8835ed0786033b6690de45.jpg,131_png.rf.593310c39f8835ed0786033b6690de45.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/131_png.rf.593310c39f8835ed0786033b6690de45.txt,12,True,False,,1.0,ok,0.9996046875,0.987789453125,2.0,False,1.0,1.0,1.0,1.0,0.0,0.0,1600.0,800.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/132_png.rf.071b2e2111df71728a6b770afd959117.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/132_png.rf.071b2e2111df71728a6b770afd959117.jpg,132_png.rf.071b2e2111df71728a6b770afd959117.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/132_png.rf.071b2e2111df71728a6b770afd959117.txt,11,True,False,,0.9908721887471081,ok,0.9997125,0.82686796875,1.9922279792746114,False,0.9935233160621761,0.9477835035644865,0.96125,0.965,0.0,0.0,1538.0,772.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/133_png.rf.a4164ecd79cdd480304adcf094cd17e3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/133_png.rf.a4164ecd79cdd480304adcf094cd17e3.jpg,133_png.rf.a4164ecd79cdd480304adcf094cd17e3.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/133_png.rf.a4164ecd79cdd480304adcf094cd17e3.txt,11,True,False,,0.9894217771361669,ok,0.999990625,0.83748828125,2.0248366013071895,False,0.9793028322440088,0.957074737915768,0.968125,0.95625,0.0,6.0,1549.0,765.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/134_png.rf.eafc70891a991c969df70bd817a63375.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/134_png.rf.eafc70891a991c969df70bd817a63375.jpg,134_png.rf.eafc70891a991c969df70bd817a63375.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/134_png.rf.eafc70891a991c969df70bd817a63375.txt,13,True,False,,0.9801590544032405,ok,0.999515396544085,0.7969299217250037,2.117829457364341,False,0.9018087855297158,0.9986486486486487,0.9330601092896175,0.8716216216216216,49.0,48.0,1366.0,645.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/135_png.rf.8a27e2add3109c3d2fc762fd95669219.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/135_png.rf.8a27e2add3109c3d2fc762fd95669219.jpg,135_png.rf.8a27e2add3109c3d2fc762fd95669219.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/135_png.rf.8a27e2add3109c3d2fc762fd95669219.txt,15,True,False,,0.9828075481614773,ok,0.99975625,0.830137109375,2.068548387096774,False,0.9428763440860216,0.96154852896182,0.961875,0.93,0.0,30.0,1539.0,744.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.jpg,136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/136_png.rf.e99c3dfd6e84ce294cdabc3bb5ee8a75.txt,12,True,False,,0.9791494600190253,ok,0.9996273406512315,0.7967161700950097,2.122670807453416,False,0.8977743271221533,0.9972972972972973,0.9331058020477816,0.8702702702702703,49.0,49.0,1367.0,644.0,True
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.jpg,137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/137_png.rf.bbe9edbb99cbe83b2d718df3122d9344.txt,14,True,False,,0.979036772795029,ok,0.9995323309657781,0.7962526519693756,2.124416796267496,False,0.8963193364437533,0.9984860367085221,0.9324232081911262,0.8689189189189189,49.0,49.0,1366.0,643.0,True
